//POS 座標 ROT 回転 SCL スケール TYPE 種類
//左側壁
POS,  28,  5,25,ROT, 0,90, 0,SCL,  1,1.2,0.7,TYPE, 0
//ブロックオブジェクト
POS,   0,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS, 6.5,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,  13,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,19.5,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,19.5, 2.5,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS, -6.5,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,  -13,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5,  -4,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5, 2.5,50,ROT, 0,90, 0,SCL,  3,3,3,TYPE, 1

POS,    0,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,  6.5,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,   13,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, 19.5,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, 19.5, 2.5, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, -6.5,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,  -13,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5,  -4, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5, 2.5, 56.5,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1

POS,    0,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,  6.5,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,   13,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, 19.5,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, 19.5, 2.5, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS, -6.5,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,  -13,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5,  -4, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
POS,-19.5, 2.5, 63,ROT, 0,0, 0,SCL,  3,3,3,TYPE, 1
//ひし形
POS,    0,   30, 180,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 180,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 180,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    0,   -30, 180,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1

POS,    30,   0, 195,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 195,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 210,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 210,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 225,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 225,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 240,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 240,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 255,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 255,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 270,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 270,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 285,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 285,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 300,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 300,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 315,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 315,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 330,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 330,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   30,   0, 345,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 345,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1

POS,    0,   30, 360,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    30,   0, 360,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,   -30,   0, 360,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1
POS,    0,   -30, 360,ROT, 0,0, 45,SCL,  6,6,6,TYPE, 1


